prov_name,指标,城镇单位就业人员(万人),农林牧渔业城镇单位就业人员(万人),采矿业城镇单位就业人员(万人),制造业城镇单位就业人员(万人),电力、燃气及水的生产和供应业城镇单位就业人员(万人),建筑业城镇单位就业人员(万人),交通运输、仓储及邮电通信业城镇单位就业人员(万人),信息传输、计算机服务和软件业城镇单位就业人员(万人),批发和零售业城镇单位就业人员(万人),住宿和餐饮业城镇单位就业人员(万人),金融业城镇单位就业人员(万人),房地产业城镇单位就业人员(万人),租赁和商务服务业城镇单位就业人员(万人),科学研究、技术服务和地质勘查业城镇单位就业人员(万人),水利、环境和公共设施管理业城镇单位就业人员(万人),居民服务和其他服务业城镇单位就业人员(万人),教育业城镇单位就业人员(万人),卫生、社会保障和社会福利业城镇单位就业人员(万人),文化、体育和娱乐业城镇单位就业人员(万人),公共管理和社会组织城镇单位就业人员(万人)
山东省,2011,1050.44,4.78,73.42,372.24,20.8,121.94,35.66,8.37,48.21,13.6,34.62,13.37,10.34,10.75,11.99,3.58,107.92,46.41,6.59,105.83
山东省,2010,956.2,5.1,66.8,346.4,20.4,80.3,34.7,6.6,38.2,11,33.2,11.4,11.9,11,11.6,3.5,109.1,43.5,6.7,105
山东省,2009,922.26,5.17,63.09,337.23,20.51,70.46,33.25,6.2,40.42,11.65,32.8,9.35,11.73,10.04,11.14,3.35,105.95,40.4,6.41,103.11
山东省,2008,901.45,5.22,62.07,340.12,19.88,65.71,30.73,5.77,36.58,11.53,29.35,8.41,11.26,8.89,11.35,3.45,105.84,38.78,6.01,100.5
河南省,2016,1144.99,2.08,45.18,363.26,26.18,173.37,45.84,12.16,56.13,11,30,23.14,18.13,17.78,13.05,3.12,124.55,58.45,7.79,113.79
河南省,2015,1125.85,2.53,51.64,352.88,25.32,178.83,45.27,10.43,54.91,11.27,24.35,21.17,16.11,17.15,13.52,2.71,125,55.22,7.82,109.72
河南省,2014,1108.89,5.09,56.34,337.1,25.53,189.61,44.49,9.72,53.26,11.25,23.98,18.4,15.07,16.39,13.2,2.39,119.05,50.02,7.47,110.55
河南省,2013,1075.99,5.19,62.57,312.67,24.56,189.48,43.62,9.46,52.66,11.82,24.13,15.76,12.49,14.82,12.44,1.99,116.92,48.44,8.51,108.47
河南省,2012,881.18,5.83,63,218.25,22.5,125.58,30.89,6.34,42.59,10.1,23.32,13.1,11.29,13.12,13.13,1.6,118.9,46.12,7.12,108.4
河南省,2011,839.09,7.25,63.67,193.82,21.46,116.06,30.24,5.87,42.73,10.53,23.81,11.64,11.14,12.25,12.89,1.92,117.4,43.21,7.09,106.11
河南省,2010,751.7,7.1,52.6,158.8,21.1,93.7,29.1,4.9,38.2,9.9,22.6,9,11.3,11.5,12.2,1.9,114.1,40.8,7,105.7
河南省,2009,734.73,6.97,53.32,154.78,20.67,87.32,28.78,5.2,38.88,9.53,22.02,8.57,12.05,11.08,11.54,1.77,112.51,38.85,7.1,103.8
河南省,2008,714.42,7.94,50.33,153.65,20.43,80.64,29.42,3.99,41.01,9.07,21.49,6.92,12.38,11.95,11.6,1.67,109.78,36.17,7.16,98.81
湖北省,2016,719.32,10.3,6.49,186.06,16.38,140.36,34.97,12.33,39.72,9.35,20.97,14.9,10.51,15.85,11.4,1.43,72.94,43.48,6.45,65.41
湖北省,2015,712.33,9.21,7.08,189.42,16.31,138.5,34.41,11.47,39.36,9.95,19.47,13.12,8.97,16.28,11.35,1.56,73.87,41.8,6.31,63.9
湖北省,2014,706.8,9.26,7.78,193.33,16.61,144.15,34.43,10.54,40.29,10.61,17.99,12.36,9.37,15.17,10.36,1.59,69.36,38.6,5.69,59.32
湖北省,2013,696.51,9.1,8.95,190.86,18.13,140.4,33.19,9.1,41.72,12.19,17.32,11.97,8.99,15.12,9.34,1.67,68.15,37.22,5.57,57.55
湖北省,2012,598,9.71,11.97,160.59,18.18,97.07,24.38,5.64,30.13,9.25,16.33,9.96,6.16,13.47,9.79,1.48,71.85,34.22,6.35,61.46
湖北省,2011,586.05,9.38,12.98,168.22,17.82,103.14,25.58,5.64,27.35,8.19,15.76,8.11,4.46,11.61,8.99,1.53,65.91,31.35,5.35,54.68
湖北省,2010,510.3,13.8,9.9,138.5,11.9,72.5,25.4,4.5,21.5,7.7,16.1,6.6,5.1,10.8,8.9,1.2,65.7,30.1,5.1,55
湖北省,2009,487.08,15.79,8.81,118.51,11.99,69.82,31.83,4.62,20.14,6.6,15.86,5.73,4.6,10.65,8.39,1.24,64.65,27.82,5.1,54.94
湖北省,2008,470.25,17.72,10.07,112.45,12.36,61.72,32.21,4.12,19.23,6.32,14.14,4.7,4.79,10.07,8.42,1.48,64.51,26.73,4.85,54.36
湖南省,2016,568.41,2.11,8.15,109.29,16.62,108.74,23.99,7.4,20.24,7.44,25.34,12.15,9.88,11.74,8.18,1.7,67.73,39.4,5.66,82.65
湖南省,2015,579.15,2.38,10.26,121.75,17.32,106.28,24.41,7.24,21.26,8.34,24.04,12.36,9.84,11.54,8.39,1.66,67.25,37.5,5.47,81.85
湖南省,2014,597.9,2.24,12.59,130.65,16.53,107.92,25.19,7.62,20.7,8.5,22.38,11.95,9.06,12.92,9.5,1.76,73.67,38.11,5.27,81.34
湖南省,2013,600.99,2.28,15.5,134.23,16.64,107.39,24.53,7.32,23.34,9.54,21.2,11.16,8.99,12.35,9.56,1.89,72.16,36.38,5.05,81.48
湖南省,2012,567.49,2.42,15.19,128.18,15.67,94.6,23.6,7.05,18.75,9.51,20.74,9.94,8.76,9.47,9.67,1.51,71.98,34.79,4.95,80.7
湖南省,2011,551.43,5.38,15.35,129.04,14.31,87.34,23.16,6.86,17.33,9.06,20.36,9.28,8.68,8.48,8.94,1.67,71.47,32.85,5.22,76.67
湖南省,2010,505.7,5.3,15.4,106.2,12.2,75.6,21,5.7,16.3,9,18.6,9.7,8.4,8.3,8.7,1.5,70.2,31.1,4.6,78
湖南省,2009,481.02,5.16,15.01,98.73,11.59,71.65,21.76,4.94,15.86,8.28,17.28,8.27,7.25,7.58,8.2,1.33,68.35,29.04,4.3,76.43
湖南省,2008,454.69,9.14,13.21,91.15,11.52,66.92,22.37,5.19,15,7.91,16.36,7.75,5.73,6.8,7.96,1.13,68.32,26.47,4.39,67.36
广东省,2016,1957.57,4.77,2.79,959.7,31.27,143.26,81.13,43.51,102.78,37.05,51.82,61.83,71.18,32.27,16.86,7.75,125.6,63.48,11.79,108.73
广东省,2015,1948.04,5.28,3.02,981.01,30.71,141.55,82.79,35.31,96.82,37.12,46.07,59.09,64.68,34.73,17.41,7.44,125.51,61.33,11.61,106.55
广东省,2014,1973.28,5.67,2.99,1015.16,30.8,149.41,85.4,34.63,95.84,37.06,43.15,55.84,60.61,31.93,17.28,7.49,124.5,59.68,11.52,104.33
广东省,2013,1966.98,6.17,2.94,1020.25,32.18,162.28,83.31,33.26,95.53,39.34,43.33,52.47,55.78,29.52,16.28,7.25,118.63,55.93,10.87,101.66
广东省,2012,1303.98,7.23,3.44,540.94,20.08,107.58,61.8,18.59,64.97,32.28,47.59,34.86,37.03,21.25,14.31,5.84,117.69,56.11,9.47,102.93
广东省,2011,1238.22,8.22,3.21,518.97,19.86,92.68,61.85,19.74,55.58,28.99,46.09,33.38,31.73,18.58,14.38,6.83,116.12,53.89,9.2,98.93
广东省,2010,1118.5,8.8,3.4,476.7,18.8,64.4,56.1,17.6,42.6,25.2,41.2,29,30.1,18.1,14,6.4,112.3,50.3,9.4,94.2
广东省,2009,1055.03,9.2,3.33,443.46,18.51,63.15,53.54,16.73,40.76,23.72,37.49,26.08,28.53,15.41,13.61,5.94,109.02,46.28,8.95,91.34
广东省,2008,1007.87,9.89,3.43,416.47,18.54,59.59,49.27,16.21,40.84,24.13,35.48,24.09,26.94,15.08,13.27,5.44,105.72,44.03,8.91,90.55
广西壮族自治区,2016,401.39,7.81,3.11,72.43,13.74,64.87,19.43,4.23,13.51,4.6,14.3,7.96,9.97,8.9,8.52,0.74,61.83,31.67,3.25,50.54
广西壮族自治区,2015,405.41,8.18,3,76.21,13.86,65.16,20.03,4.35,13.4,4.78,13.27,7.93,11.21,9.54,9.33,0.78,62.03,30.73,3.37,48.24
广西壮族自治区,2014,401.46,8.28,3.8,78.2,14.06,60.96,20.91,4.46,13.29,5.01,11.76,7.95,11.07,9.77,9.59,0.82,61.86,29.89,3.36,46.42
广西壮族自治区,2013,402.99,9.14,4.36,80.81,14.74,60.86,21.24,5.24,14.08,5.41,11.59,7.76,9.85,9.38,9.6,0.57,61.83,28.02,3.32,45.19
广西壮族自治区,2012,357.98,9.93,5.28,71.86,9.84,42.52,18.48,4.43,12.84,4.76,11.66,5.4,8.92,9.35,8.84,0.74,60.84,26.01,3.29,42.99
广西壮族自治区,2011,341.63,10.83,4.75,67.79,9.21,38.7,18.43,4.21,12.82,4.32,11.01,4.95,9.34,7.63,8.1,0.82,60.21,24.73,3.34,40.47
广西壮族自治区,2010,316.7,10.8,4.4,62.5,9,30.5,18,3.6,11.9,4.3,9.8,4.3,8.9,7,7.4,0.8,58.1,22.9,3.2,39.4
广西壮族自治区,2009,301.42,10.96,4.34,59.23,8.81,27.55,17.52,3.53,11.59,4.48,9.4,3.73,8.29,6.4,6.89,0.71,56.12,20.85,3.12,37.9
广西壮族自治区,2008,292.81,12.13,5.42,58.44,8.51,23.56,17.49,3.31,11.82,4.46,8.79,3.59,7.03,5.96,6.4,0.67,55.8,19.35,3.09,36.98
海南省,2016,101.18,7.6,0.53,8.12,2.34,7.1,6.97,1.62,5.8,6.01,4.26,8.35,1.94,2.12,3.09,0.44,13.09,6.25,1.25,14.3
海南省,2015,100.36,8.81,0.64,8.81,2.39,6.91,6.53,1.53,5.62,5.95,4.1,7.7,2.11,2.16,2.95,0.53,12.97,5.93,1.16,13.57
海南省,2014,101.52,10.36,0.7,9.7,2.27,7.32,5.43,1.56,5.94,6.49,3.43,7.37,2.49,2.19,2.8,0.43,12.92,5.72,1.24,13.17
海南省,2013,98.76,4.77,0.79,10.61,2.21,7.69,5.44,1.3,12.81,6.77,2.78,5.84,2,2.03,3.06,0.37,12.46,5.31,1.26,11.26
海南省,2012,90.08,11.9,0.98,9.49,2.12,5.95,4.51,1,5.37,6.22,2.77,4.24,1.98,1.73,2.57,0.22,12.27,4.85,1.12,10.79
海南省,2011,85.13,11.83,1,8.37,1.98,5.58,4.63,0.97,4.4,5.19,2.4,3.49,2.35,1.61,2.17,0.39,12.48,4.45,1.23,10.6
海南省,2010,81.3,12.3,0.9,8,2,6.8,4.3,0.7,3.5,4.4,2.1,3.2,2.2,1.7,2.2,0.3,11.8,4.1,1.2,9.7
海南省,2009,79.32,14.57,0.9,7.54,1.89,6.24,4.24,0.69,3.19,4,1.96,2.43,2.06,1.55,2.01,0.18,11.18,3.82,1.37,9.51
海南省,2008,76.79,16.72,0.9,7.3,1.82,4.94,4.17,0.63,2.84,3.8,1.94,2.2,1.98,1.49,2.05,0.11,10.19,3.48,1.17,9.03
重庆市,2016,412.88,1.1,5.63,89.29,6.43,100.18,26.49,4.58,20.66,6.35,13.98,13.01,12.57,8.09,6.53,1.54,41.83,19.72,2.91,31.98
重庆市,2015,415.61,1.17,7.35,90.19,6.68,101.51,27.12,4.67,22.12,6.34,13.28,12.52,12.16,7.96,6.4,1.47,41.22,18.96,2.88,31.61
重庆市,2014,414.47,1.18,8.99,89.27,7.02,103.81,27.28,4.65,22.83,6.75,13.21,12.39,12.06,7.66,5.5,1.48,40.72,17.83,2.62,29.24
重庆市,2013,402.02,1.14,10.14,86.43,6.98,103.64,26.08,4.89,22.09,7.08,13.12,10.11,10.85,6.36,5.01,1.34,39.07,16.2,2.62,28.89
重庆市,2012,353.19,1.29,10.39,82.25,7.5,85.16,15.76,3.94,19.81,7.13,13.03,7.82,6.12,5.66,4.64,0.93,37.06,13.52,2.64,28.54
重庆市,2011,337.2,1.59,10.4,79.62,6.9,82.82,15.15,3.94,16.39,7.12,11.5,7.25,5.71,5.12,4.16,0.88,36.6,12.85,2.61,26.6
重庆市,2010,266.4,1.9,9.4,62.5,6.6,48,14.3,2.9,11.1,4.3,10.7,5.6,5.3,5.5,3.7,0.9,35,11.6,2.6,24.6
重庆市,2009,248.75,1.71,9.53,57.41,6.42,43.32,13.46,2.55,11.18,4.25,9.75,4.88,4.3,5.39,3.38,0.77,33.78,10.89,2.44,23.36
重庆市,2008,241.73,1.83,9.2,55.97,6.47,41.14,13.84,2.69,11.12,3.66,9.08,4.61,4.15,5.29,3.14,0.72,33.4,10.31,2.39,22.71
四川省,2016,787.53,2.83,18.59,148.33,23.17,151.48,40.43,18.41,30.51,9.69,30.39,19.84,15.57,21.07,12.97,2.22,94.36,48.48,6.08,93.13
四川省,2015,795.47,2.9,19.55,159.66,26.14,153.86,40.71,18.25,30.89,10.56,25.87,18.63,14.2,21.01,12.85,1.94,94.8,46.76,6.1,90.79
四川省,2014,808.75,3.23,23.51,175.43,26.7,155.56,41.33,16.29,32.32,11.51,24.22,17.69,12.71,21.06,13.16,1.79,94.56,45.14,6.28,86.26
四川省,2013,846.25,3.74,23.2,204.58,27.16,177.84,39.39,15.62,33.23,12.46,24.12,15.73,12.21,19.86,12.12,1.7,90.85,42.66,5.92,83.86
四川省,2012,640.89,4.03,24.48,144.49,17.63,116.09,23.56,5.99,18.49,7.64,22.97,6.57,5.22,16.2,10.63,1.11,89.4,39.27,4.5,82.64
四川省,2011,614.02,4.56,21.31,141.62,16.28,111.8,22.59,6.47,17.85,6.13,21.45,6.47,6.37,14.62,10.1,1.01,85.09,36.59,4.41,79.3
四川省,2010,570.6,5,20.4,124.2,15.3,99.9,23.1,6.3,17.1,5.5,21.3,5.4,5.9,13.6,9.8,1,82,33,4.4,77.4
四川省,2009,564.38,5.13,21.91,123.09,15.42,99.65,23.75,5.92,17.49,5.23,20.38,5.35,6.01,13.13,9.16,1.01,82.12,31.29,4.4,73.95
四川省,2008,550.95,7.12,23.19,123.86,15.38,93.79,23.22,5.18,18.21,4.99,17.94,5.09,6.27,12.49,8.27,1.17,81.59,29.24,4.34,69.63
贵州省,2016,310.48,1.09,13.41,40.2,12.21,45.71,11.99,3.6,12.39,2.77,9.03,8.79,5.05,7.32,5.19,1.36,54.26,20.51,2.3,53.3
贵州省,2015,307.47,1.15,15.47,42.5,12.81,42.82,11.64,3.26,12.39,2.9,8.65,8.75,4.57,7.69,4.96,1.24,53.66,19.91,2.07,51.05
贵州省,2014,304.75,1.53,17.59,44.08,12.95,42.81,11.09,3.29,13.94,3.89,8.35,7.88,4.5,7.66,4.95,1.29,51.06,18.14,1.99,47.74
贵州省,2013,296.71,1.58,18.42,46.36,13.5,39.45,11.34,3.35,13.96,4.12,8.04,6.87,4.62,6.53,4.62,1.3,47.56,16.75,1.92,46.43
贵州省,2012,269.5,1.62,18.17,47.62,8.43,34.87,9.15,2.46,13.17,3.94,7.38,5.43,2.96,5.43,4.16,0.97,44.16,14.61,1.64,43.32
贵州省,2011,241.05,1.87,13.54,39.88,8.31,28.27,9.67,2.68,10.63,2.94,7.15,4.28,3.13,4.64,3.83,1.28,42.54,13.08,1.95,41.38
贵州省,2010,224.3,2.1,11.8,36.9,7,23.3,9.5,2.7,10.3,2.6,6.4,3.9,3.3,4.3,3.3,1,41.9,11.9,1.8,40.3
贵州省,2009,218.7,1.98,11.54,37.31,6.6,22.02,9.14,2.38,9.96,2.67,5.94,3.7,4.08,4.59,2.92,1.07,41.35,11.07,1.85,38.54
贵州省,2008,211.03,2.74,10.83,37.61,6.98,21.74,9.01,2.47,9.8,2.34,5.68,3.22,3.15,3.82,2.94,0.75,40.61,10.26,1.9,35.19
云南省,2016,418.98,6.28,13.6,66.26,10.69,71.69,17.31,5,24.8,8.19,10.36,11.22,10.42,10.11,7.47,1.57,59.82,26.32,3.63,54.26
云南省,2015,414.66,6.54,15.28,67.45,10.6,68.02,17.13,4.89,25.04,8.43,9.95,10.93,9.58,10.04,7.5,1.37,60,25.68,3.49,52.76
云南省,2014,419.57,6.68,17.34,72.08,10.31,67.61,17.11,5.25,25.96,8.7,10.11,11.13,9.31,10.11,7.58,1.42,59.88,24.56,3.37,51.06
云南省,2013,428.13,7.11,22.92,74,10.3,73.68,16.8,6.65,25.52,9.55,9.9,10.07,9.37,9.19,7.84,1.35,58,22.19,3.47,50.24
云南省,2012,392.67,9.2,22.27,70.53,9.72,66.44,13.56,4.31,23.52,8.51,9.85,7.28,6.2,7.78,5.72,0.81,54.91,19.36,3.36,49.34
云南省,2011,350.07,11.01,18.41,63.24,9.49,48.12,13.59,4.07,19.36,7.38,9.73,5.37,6.74,6.43,5.45,0.74,52.89,17.57,3.44,47.02
云南省,2010,322.8,14.5,15.2,58.8,8.5,37.6,13.4,3.5,15.6,5.8,9,4.1,7.2,6.2,5.3,0.8,51.8,15.8,3.6,46.1
云南省,2009,312.04,8.51,14.55,60.83,7.96,36.29,14.25,4.05,14.69,5.86,8.85,3.66,5.79,6.42,5.13,0.74,50.73,15.01,3.48,45.24
云南省,2008,303.5,14.3,11.52,56.58,7.96,36.01,13.66,3.81,13.9,5.81,8.41,3.31,5,6.09,4.68,0.61,50.64,14.2,3.15,43.88
西藏自治区,2016,31.51,0.31,0.46,0.93,0.74,1.55,0.86,0.48,1.01,0.48,0.95,0.2,0.39,1.15,0.16,0.22,4.94,1.94,0.74,13.99
西藏自治区,2015,33.39,1.09,0.53,1.16,1.07,2.01,0.89,0.49,1.16,0.46,0.9,0.15,0.35,1.21,0.18,0.2,4.82,1.82,0.68,14.21
西藏自治区,2014,32.54,1.05,0.56,1.09,0.99,1.93,0.9,0.51,1.04,0.52,0.94,0.15,0.47,1.12,0.22,0.18,4.66,1.84,0.69,13.69
西藏自治区,2013,31.02,0.85,0.57,1.11,1.03,1.75,0.72,0.51,0.91,0.62,0.97,0.13,0.45,1.08,0.22,0.15,4.42,1.67,0.66,13.21
陕西省,2016,511.39,2.39,34.95,101.99,13.67,61.13,28.31,11.15,25.78,10.59,20.35,11.47,10.89,18.24,9.61,1.57,58.06,26.65,4.98,59.6
陕西省,2015,511.84,2.23,35.37,104.44,13.67,64.37,27.99,10.23,25.8,11.07,18,11.12,10.94,18.32,9.61,1.69,57.93,26.15,4.98,57.94
陕西省,2014,516.52,2.36,36.1,106.13,12.68,70.98,28.73,10.37,26.37,11.77,16.07,10.68,8.5,17.77,9.78,1.72,59.61,25.48,4.53,56.91
陕西省,2013,505.33,2.61,36.31,107.91,12.2,72.14,25.04,9.47,25.95,12.56,15.04,8.7,7.55,16.74,8.93,1.97,58.51,23.41,4.57,55.7
陕西省,2012,411.22,3.64,29.99,86.21,9.57,42.81,18.34,7.81,17.84,7.49,14.62,6.63,4.47,14.38,8.93,1.5,56.87,21.91,5.01,53.21
陕西省,2011,393.7,4.24,28.92,85.13,9.66,34.61,19.67,7.72,14.93,7.41,14.05,6.29,4.1,14.35,8.48,1.38,56.65,20.6,4.93,50.56
陕西省,2010,364.8,4.4,24.7,81,11,25.2,19.1,7.1,12.4,6.3,14.1,5.1,3.5,12.8,7.9,1.7,55.1,19.2,4.6,49.4
陕西省,2009,352.39,4.15,23.2,82.18,9.97,24.08,19.21,6.19,12.27,5.69,12.86,4.51,3.13,12.79,7.19,1.62,53.59,17.87,4.41,47.46
陕西省,2008,344.39,6.37,23.74,85.06,10.08,20.63,19.56,3.71,18.19,4.8,10.57,2.95,3,11.54,5.99,1.81,51.77,15.65,4.2,44.75
甘肃省,2016,260.96,4.96,10.67,33.58,12.19,43.7,12.8,2.75,8.12,3.23,7.62,5.17,3.6,6.89,5.91,0.33,38.67,14.54,2.72,43.51
甘肃省,2015,261.76,4.97,11.86,35.62,12.06,43.82,12.57,2.73,8.17,3.34,7.47,4.49,2.99,6.97,5.94,0.31,38.88,14.28,2.51,42.76
甘肃省,2014,264.74,5.02,12.6,37.47,12.92,45.69,12.44,2.76,8.18,3.36,7.23,4.48,3.13,7.04,5.94,0.3,38.05,13.72,2.53,41.89
甘肃省,2013,256.65,5.23,10.58,39.19,10.04,46.06,12.66,3.06,7.68,3.52,7.21,3.89,2.72,6.87,5.42,0.33,36.52,12.78,2.51,40.37
甘肃省,2012,211.33,5.55,9.66,33.81,7.22,22.99,10.36,2.04,6.01,1.93,7.19,1.88,1.71,5.61,5.19,0.4,36.84,11.69,2.57,38.69
甘肃省,2011,199.29,5.22,9.69,33.86,7.05,19.05,10.4,1.8,5.6,1.86,6.9,1.64,1.87,4.99,3.98,0.37,35.18,10.97,2.47,36.38
甘肃省,2010,194.3,5.3,9.1,35.3,6.8,15.4,10.1,1.8,5.7,1.9,6.8,1.7,1.9,5.2,3.4,0.2,34.2,10,2.8,36.8
甘肃省,2009,192.98,5.27,8.81,38.61,6.74,14.05,10.31,2.24,5.55,2,6.61,1.71,1.97,4.96,3.37,0.34,33.58,9.18,2.5,35.19
甘肃省,2008,192.55,5.9,8.58,36.94,6.52,16.31,10.22,1.55,6.03,1.96,6.69,1.44,1.92,4.86,3.62,0.35,33.68,8.9,2.45,34.63
青海省,2016,63.09,1.37,3.48,10.55,2.16,6.68,4.28,0.89,2.34,0.61,2.38,0.94,0.86,2.21,1.06,0.09,7.73,4.09,0.81,10.55
青海省,2015,62.71,1.35,3.93,10.88,1.96,7.01,4.27,0.82,2.29,0.59,2.25,0.85,0.79,2.2,1.04,0.09,7.58,3.81,0.85,10.15
青海省,2014,63.19,1.37,4.21,11.26,1.89,7.55,4.09,0.93,2.32,0.6,2.24,0.78,0.79,2.29,1.02,0.08,7.39,3.76,0.85,9.76
青海省,2013,64.19,1.42,4.42,11.84,1.85,7.32,4.76,1,2.36,0.61,2.16,0.83,0.7,2.34,1.04,0.06,7.65,3.68,0.81,9.35
青海省,2012,61.69,1.57,2.59,11.69,1.98,7.35,3.4,0.93,2.35,0.68,2.19,0.75,0.79,2.82,1.02,0.34,7.58,3.67,0.78,9.2
青海省,2011,60.59,1.79,2.6,12.09,1.45,6.63,3.43,0.88,2.27,0.76,2,0.95,0.84,2.65,1.01,0.29,7.59,3.4,0.72,9.23
青海省,2010,52.6,1.7,2,9.8,1.2,4.1,3.3,0.8,1.7,0.5,2,0.6,0.8,2.3,1.1,0.3,7.5,3.2,0.7,8.9
青海省,2009,50.63,1.98,1.93,8.72,1.3,4,3.28,0.82,1.8,0.48,1.82,0.68,0.91,2.1,0.99,0.33,7.34,2.96,0.66,8.53
青海省,2008,47.02,2.32,1.79,7.95,1.43,3.51,3.22,0.82,1.59,0.38,1.62,0.59,0.52,1.73,0.93,0.58,6.8,2.67,0.66,7.9
宁夏回族自治区,2016,70.69,1.33,5.28,12.21,3.46,4.36,3.67,0.78,2.43,0.63,4.04,1.51,1.82,1.56,2.34,0.08,8.86,4.59,1.02,10.75
宁夏回族自治区,2015,73.12,1.42,5.97,12.82,3.51,5.33,3.78,0.8,2.47,0.68,3.77,1.65,1.95,1.54,2.27,0.08,9.29,4.46,1.05,10.27
宁夏回族自治区,2014,73.25,1.55,6.33,12.94,3.7,6.02,3.94,0.84,2.7,0.66,3.41,1.51,1.93,1.41,2.13,0.07,8.88,4.3,0.87,10.05
宁夏回族自治区,2013,72.18,2.01,6.6,12.57,3.44,6.24,4.04,0.83,2.75,0.65,3.06,1.44,1.98,1.4,2.11,0.09,8.8,4.08,0.81,9.28
新疆维吾尔自治区,2016,320.48,48.78,16.03,35.84,9.65,24.98,16.61,2.9,8.92,2.28,9.44,5.41,8.04,6.37,5.71,0.71,39.13,18.56,2.98,58.15
新疆维吾尔自治区,2015,317.25,51.75,17.85,34.84,8.93,24.73,16.71,2.87,8.24,2.41,9.02,5.06,8.51,6.43,5.86,0.71,38.4,18.02,2.98,53.94
新疆维吾尔自治区,2014,316.65,52.95,19.2,36.03,9.49,25.43,17.38,2.77,8.25,2.4,8.88,4.51,7.44,6.57,5.61,0.71,37.95,17.54,2.98,50.56
新疆维吾尔自治区,2013,309.51,54.91,19.71,33.7,8.32,26.25,17.49,2.88,8.28,2.78,8.74,3.97,5.94,6.47,5.46,0.71,37.03,16.73,2.96,47.18
新疆维吾尔自治区,2012,288.77,56.21,18.85,30.59,7.59,22.38,12.6,2.64,8.22,2.8,8.13,3.19,5.35,6.07,5.42,0.6,35.98,15.78,2.95,43.44
新疆维吾尔自治区,2011,279.38,57.94,18.71,30.07,7.59,20.64,12.3,2.5,8.5,2.89,8.09,2.77,5.33,4.99,5.3,1.61,33.95,14.8,3.22,38.19
新疆维吾尔自治区,2010,255,58.3,17.5,26,6.1,15,11.1,1.8,6.4,2.3,7.1,2.3,4.8,4.8,5.1,0.6,33.9,13.8,2.7,35.3
新疆维吾尔自治区,2009,249.42,57.95,17.62,25.38,6,14.33,10.9,1.97,6.42,2.42,6.69,2.14,4.87,4.67,4.79,0.46,33.16,13.02,2.57,34.05
新疆维吾尔自治区,2008,248.17,59.95,17.75,25.03,5.96,13.84,10.84,1.89,6.59,2.8,6.43,2.05,5.24,4.59,4.57,0.39,33.25,12.21,2.42,32.38
